date,state,cumulative_positive,cumulative_negative,hospitalized_cumulative,cumulative_death,avg_daily_precip,avg_current_tmp,avg_daily_max_tmp,avg_daily_wind_speed,avg_daily_min_tmp,avg_daily_tmp
2020-04-09,VA,4042,28984,685,109,0.1673595506,55.8236516854,73.0981460674,8.5849719101,50.1053651685,61.1903651685
2020-04-08,VA,3645,27000,615,75,0.1478551532,57.2289693593,73.4528133705,8.374735376,50.6788022284,61.9140111421
2020-04-07,VA,3333,25312,563,63,0.0421994135,55.3099706745,72.9158651026,8.2587683284,49.3569208211,60.7556304985
2020-04-06,VA,2878,21643,497,54,0.040259366,54.8440057637,71.8631123919,8.2697982709,48.734870317,60.0225360231
2020-04-05,VA,2637,21034,431,51,0.005625,53.5371130952,71.043125,8.2245535714,47.0877380952,58.8453571429
2020-04-04,VA,2407,19145,390,52,0.0042089552,52.8895522388,70.0641492537,8.3235522388,47.0045671642,58.2364776119
2020-04-03,VA,2012,16993,312,46,0.0035988201,52.9686430678,69.165899705,8.5628023599,47.0961946903,57.9271976401
2020-04-02,VA,1706,15883,305,41,0.0193409742,52.5742979943,67.3968481375,8.5512893983,46.9681088825,57.0668194842
2020-04-01,VA,1484,13860,305,34,0.5929144385,52.0344385027,66.4928877005,8.5059893048,47.2978342246,56.6344652406
2020-03-31,VA,1250,12151,165,27,0.0490909091,53.2026099707,70.1046041056,8.1411143695,48.406568915,58.7353372434
2020-03-30,VA,1020,11018,136,25,0.0114985591,56.2382708934,73.7795100865,8.1223054755,50.8013544669,61.7801440922
2020-03-29,VA,890,9719,112,22,0.0297694524,57.0097118156,74.3485590778,8.0230835735,51.4936599424,62.4313544669
2020-03-28,VA,739,8427,99,17,0.0920547945,56.4937808219,72.8310410959,7.990630137,50.5381369863,61.4054794521
2020-03-27,VA,604,6733,83,14,0.0087784091,55.1453125,70.4536363636,8.0368181818,48.4242045455,59.4647443182
2020-03-26,VA,460,5729,65,13,0.1711590296,52.5372506739,67.5012668464,8.0552021563,47.2541239892,57.1765498652
