,date,state,positive,negative,hospitalized_currently,in_icu_currently,on_ventilator_currently,hospitalized_cumulative,in_icu_cumulative,on_ventilator_cumulative,recovered,death_increase,death,hospitalized_increase,hospitalized,positive_increase,negative_increase,positive_tests_viral,negative_tests_viral,total_test_results_increase,data_quality_grade,cases_white,cases_black,cases_latinx,cases_asian,cases_aian,cases_nhpi,cases_multiracial,cases_other,cases_unknown,deaths_white,deaths_black,deaths_latinx,deaths_asian,deaths_asian,deaths_aian,deaths_nhpi,deaths_multiracial,deaths_ethnicity_hispanic,deaths_other,deaths_unknown
3497,20200514,MN,16565.0,131443.0,498.0,203.0,,1915.0,663.0,,8473.0,25,663.0,64,1915.0,793,5941,,,6734,A+,,,,,,,,,,,,,,,,,,,,
3498,20200514,MO,10317.0,116793.0,796.0,,115.0,,,,,20,562.0,0,,175,2793,12346.0,122388.0,2968,B,,,,,,,,,,,,,,,,,,,,
3499,20200514,MP,19.0,3306.0,,,,,,,12.0,0,2.0,0,,0,285,,,285,D,,,,,,,,,,,,,,,,,,,,
3500,20200514,MS,10483.0,94843.0,589.0,131.0,72.0,1667.0,,,6268.0,15,480.0,51,1667.0,393,4885,,,5278,A,,,,,,,,,,,,,,,,,,,,
3501,20200514,MT,462.0,24087.0,3.0,,,63.0,,,431.0,0,16.0,0,63.0,0,697,,,697,B,,,,,,,,,,,,,,,,,,,,
3502,20200514,NC,16507.0,202761.0,507.0,,,,,,9115.0,18,615.0,0,,691,8120,,,8811,A,,,,,,,,,,,,,,,,,,,,
3503,20200514,ND,1647.0,48599.0,38.0,,,129.0,,,1007.0,2,31.0,2,129.0,0,1301,,,1301,C,,,,,,,,,,,,,,,,,,,,
3504,20200514,NE,9075.0,44266.0,,,,,,,,4,107.0,0,,383,3233,,,3616,C,,,,,,,,,,,,,,,,,,,,
3505,20200514,NH,3299.0,35876.0,126.0,,,326.0,97.0,,1236.0,8,150.0,7,326.0,60,1899,,,1959,B,,,,,,,,,,,,,,,,,,,,
3506,20200514,NJ,142704.0,308992.0,3958.0,1157.0,898.0,,,,15642.0,244,9946.0,0,,1144,9102,,,10246,A+,,,,,,,,,,,,,,,,,,,,
3507,20200514,NM,5364.0,109647.0,200.0,,,886.0,,,1515.0,12,231.0,0,886.0,152,4570,,,4722,C,,,,,,,,,,,,,,,,,,,,
3508,20200514,NV,6499.0,62985.0,515.0,126.0,75.0,,,,244.0,3,358.0,0,,105,2707,,,2812,B,,,,,,,,,,,,,,,,,,,,
3509,20200514,NY,343051.0,955706.0,6706.0,2223.0,1846.0,85454.0,,,59758.0,157,22170.0,446,85454.0,2390,37460,,,39850,A,,,,,,,,,,,,,,,,,,,,
3510,20200514,OH,26357.0,206995.0,953.0,360.0,253.0,4718.0,1268.0,,,51,1534.0,100,4718.0,636,6862,,,7498,B,,,,,,,,,,,,,,,,,,,,
3511,20200514,OK,4962.0,107221.0,217.0,102.0,,858.0,,,3660.0,6,284.0,10,858.0,110,2946,5426.0,107221.0,3056,A+,,,,,,,,,,,,,,,,,,,,
3512,20200514,OR,3479.0,80571.0,163.0,38.0,17.0,685.0,,,1406.0,3,137.0,7,685.0,63,0,,,63,A+,,,,,,,,,,,,,,,,,,,,
3513,20200514,PA,59636.0,251559.0,1983.0,,446.0,,,,,275,4218.0,0,,938,7388,,,8326,C,,,,,,,,,,,,,,,,,,,,
3514,20200514,PR,2427.0,,159.0,18.0,5.0,,,,,2,117.0,0,,98,0,,,98,B,,,,,,,,,,,,,,,,,,,,
3515,20200514,RI,12431.0,74767.0,271.0,65.0,42.0,1351.0,,,903.0,6,468.0,23,1351.0,228,1927,15089.0,96504.0,2155,A+,,,,,,,,,,,,,,,,,,,,
3516,20200514,SC,8189.0,94346.0,,,,1338.0,,,4914.0,16,371.0,0,1338.0,262,9133,,,9395,A,,,,,,,,,,,,,,,,,,,,
3517,20200514,SD,3792.0,22681.0,85.0,,,290.0,,,2437.0,4,43.0,9,290.0,60,569,,,629,B,,,,,,,,,,,,,,,,,,,,
3518,20200514,TN,16699.0,285618.0,599.0,,,1435.0,,,8881.0,14,287.0,47,1435.0,329,9071,,,9400,A,,,,,,,,,,,,,,,,,,,,
3519,20200514,TX,43851.0,543462.0,1648.0,,,,,,24487.0,58,1216.0,0,,1448,29089,,,30537,A,,,,,,,,,,,,,,,,,,,,
3520,20200514,UT,6749.0,153370.0,142.0,,,558.0,187.0,83.0,3566.0,0,75.0,5,558.0,129,3204,,,3333,B,,,,,,,,,,,,,,,,,,,,
3521,20200514,VA,27813.0,139017.0,1533.0,355.0,201.0,5211.0,,,3678.0,28,955.0,131,5211.0,1067,4371,,,5438,A+,,,,,,,,,,,,,,,,,,,,
3522,20200514,VI,69.0,1164.0,,,,,,,61.0,0,6.0,0,,0,36,,,36,C,,,,,,,,,,,,,,,,,,,,
3523,20200514,VT,931.0,20497.0,18.0,,,,,,792.0,0,53.0,0,,1,789,,,790,B,,,,,,,,,,,,,,,,,,,,
3524,20200514,WA,19424.0,243144.0,365.0,111.0,,,,,,13,975.0,0,,245,4760,,,5005,A,,,,,,,,,,,,,,,,,,,,
3525,20200514,WI,12869.0,122598.0,507.0,121.0,,1939.0,478.0,,5994.0,13,434.0,31,1939.0,420,5487,,,5907,A+,,,,,,,,,,,,,,,,,,,,
3526,20200514,WV,1427.0,67286.0,52.0,9.0,5.0,,,,870.0,2,60.0,0,,29,2004,,,2033,B,,,,,,,,,,,,,,,,,,,,
3527,20200514,WY,701.0,14729.0,8.0,,,67.0,,,480.0,0,7.0,0,67.0,26,345,,,371,B,,,,,,,,,,,,,,,,,,,,
3528,20200513,AK,383.0,30266.0,12.0,,,,,,338.0,0,10.0,0,,0,688,,,688,B,250,9.0,,45.0,24.0,13.0,14.0,12.0,16.0,,,,,,,,,,,0.0
3529,20200513,AL,10617.0,125755.0,,,,1317.0,477.0,284.0,,20,449.0,30,1317.0,307,2847,,,3154,B,4268,3841.0,,59.0,,,,371.0,1346.0,198.0,172.0,,2.0,2.0,,,,8.0,5.0,14.0
3530,20200513,AR,4164.0,69051.0,59.0,,12.0,497.0,,99.0,3220.0,0,95.0,12,497.0,0,2771,,,2771,A,2142,1549.0,,49.0,11.0,63.0,22.0,153.0,175.0,49.0,33.0,,,,,0.0,,,5.0,3.0
3531,20200513,AS,0.0,105.0,,,,,,,,0,0.0,0,,0,0,,,0,C,,,,,,,,,,,,,,,,,,,,
3532,20200513,AZ,12176.0,115574.0,755.0,292.0,191.0,2543.0,,,2979.0,32,594.0,39,2543.0,440,4468,,,4908,A+,2787,384.0,2164.0,132.0,1420.0,,,248.0,5041.0,255.0,19.0,86.0,5.0,5.0,100.0,,,86.0,8.0,121.0
3533,20200513,CA,71141.0,994451.0,4545.0,1314.0,,,,,,87,2934.0,0,,1759,30463,,,32222,B,11210,2869.0,24511.0,5206.0,91.0,477.0,416.0,2636.0,23725.0,937.0,280.0,984.0,432.0,432.0,9.0,25.0,13.0,984.0,42.0,124.0
3534,20200513,CO,20157.0,91093.0,688.0,,,3695.0,,,3171.0,22,1009.0,32,3695.0,278,2315,,,2593,A,7596,1294.0,6926.0,595.0,90.0,85.0,167.0,204.0,3517.0,672.0,74.0,172.0,45.0,45.0,7.0,4.0,9.0,172.0,5.0,69.0
3535,20200513,CT,34855.0,108088.0,1158.0,,,9389.0,,,5413.0,84,3125.0,0,9389.0,522,3997,,,4519,B,11298,4395.0,6099.0,516.0,,,,182.0,12272.0,2257.0,464.0,272.0,33.0,33.0,,,,272.0,14.0,72.0
3536,20200513,DC,6584.0,25074.0,423.0,,82.0,,,,934.0,14,350.0,0,,99,509,,,608,A,1013,3071.0,,88.0,15.0,15.0,,1460.0,922.0,34.0,271.0,38.0,5.0,5.0,,,,38.0,2.0,0.0
3537,20200513,DE,6952.0,27801.0,282.0,,,,,,2942.0,17,351.0,0,,211,1251,,,1462,B,1873,1932.0,1866.0,106.0,,,,387.0,788.0,145.0,63.0,18.0,1.0,1.0,,,,18.0,3.0,17.0
3538,20200513,FL,42402.0,552361.0,,,,7835.0,,,,49,1898.0,181,7835.0,479,14680,,,15159,A+,11794,7910.0,13620.0,,,,,1664.0,6248.0,911.0,384.0,393.0,,,,,,393.0,65.0,74.0
3539,20200513,GA,35332.0,238572.0,,,,6259.0,1494.0,,,44,1505.0,129,6259.0,697,11028,,,11725,A+,8945,12405.0,3739.0,494.0,35.0,15.0,,609.0,9185.0,662.0,737.0,51.0,27.0,27.0,3.0,2.0,,51.0,8.0,27.0
3540,20200513,GU,152.0,4110.0,,,,,,,124.0,0,5.0,0,,0,171,,,171,C,,,,61.0,,70.0,,20.0,,,,,,,,,,,,5.0
3541,20200513,HI,635.0,37730.0,,,,81.0,,,563.0,0,17.0,0,81.0,1,425,,,426,B,158,5.0,,170.0,,76.0,158.0,11.0,60.0,,,,,,,,,,,17.0
3542,20200513,IA,13289.0,72430.0,388.0,133.0,101.0,,,,5954.0,17,306.0,0,,377,4054,,,4431,A+,7189,1663.0,,1323.0,,,,232.0,2878.0,242.0,16.0,,10.0,10.0,1.0,7.0,,16.0,,29.0
3543,20200513,ID,2293.0,30835.0,21.0,,,214.0,88.0,,1536.0,-1,69.0,4,214.0,33,390,,,423,B,1256,27.0,,40.0,23.0,2.0,74.0,221.0,677.0,66.0,1.0,,2.0,2.0,,,,4.0,,0.0
3544,20200513,IL,84698.0,404661.0,4563.0,1208.0,714.0,,,,,191,3792.0,0,,1677,15991,,,17668,A,17407,15034.0,23259.0,2529.0,138.0,164.0,,3390.0,22777.0,1611.0,1217.0,643.0,169.0,169.0,7.0,2.0,,643.0,36.0,36.0
3545,20200513,IN,25473.0,128610.0,1336.0,481.0,217.0,4389.0,990.0,,,41,1619.0,0,4389.0,346,3227,,,3573,A+,11844,3744.0,,382.0,,,,4304.0,5196.0,967.0,238.0,,7.0,7.0,,,,23.0,170.0,97.0
3546,20200513,KS,7468.0,50160.0,,,,704.0,238.0,108.0,422.0,6,164.0,44,704.0,352,3167,,,3519,A,4333,781.0,,411.0,23.0,,,170.0,1750.0,102.0,50.0,,,,1.0,,,10.0,1.0,10.0
3547,20200513,KY,6853.0,103781.0,379.0,215.0,,1825.0,783.0,,2546.0,10,321.0,58,1825.0,176,6434,,,6610,A+,3911,786.0,,4.0,0.0,7.0,3.0,,2338.0,226.0,54.0,,5.0,5.0,,,2.0,6.0,,39.0
3548,20200513,LA,32662.0,205242.0,1194.0,,147.0,,,,22608.0,34,2381.0,0,,612,9280,,,9892,B,,,,,,,,,32662.0,951.0,1294.0,,18.0,18.0,0.0,1.0,,40.0,17.0,34.0
3549,20200513,MA,80497.0,329535.0,3101.0,794.0,,8032.0,,,,174,5315.0,190,8032.0,1165,7371,,,8536,A+,20204,6922.0,12960.0,1448.0,,,,3300.0,35660.0,2094.0,271.0,329.0,90.0,90.0,,,,329.0,159.0,2370.0
3550,20200513,MD,34812.0,138762.0,1550.0,572.0,,6404.0,,,2456.0,47,1881.0,117,6404.0,751,3320,,,4071,B,7367,11140.0,7483.0,689.0,,,,1703.0,6430.0,704.0,691.0,133.0,58.0,58.0,,,,133.0,23.0,85.0
3551,20200513,ME,1515.0,22092.0,41.0,20.0,7.0,204.0,,,943.0,1,66.0,2,204.0,38,0,,,38,B,980,140.0,,22.0,2.0,,3.0,37.0,331.0,,,,,,,,,,,66.0
3552,20200513,MI,56458.0,310242.0,1384.0,693.0,525.0,,,,22686.0,44,5232.0,0,,817,18541,63242.0,310242.0,19358,A+,16936,15485.0,,967.0,241.0,,3871.0,2419.0,8710.0,2309.0,1932.0,,47.0,47.0,23.0,,94.0,94.0,94.0,235.0
3553,20200513,MN,15772.0,125502.0,494.0,199.0,,1851.0,647.0,,8149.0,24,638.0,52,1851.0,729,6568,,,7297,A+,4295,2411.0,,469.0,94.0,15.0,188.0,1219.0,4226.0,420.0,35.0,,12.0,12.0,10.0,0.0,4.0,14.0,2.0,155.0
3554,20200513,MO,10142.0,114000.0,771.0,,129.0,,,,,18,542.0,0,,136,2710,12117.0,117748.0,2846,B,4259,3346.0,,,,,202.0,507.0,1825.0,227.0,178.0,,,,,,10.0,10.0,27.0,97.0
3555,20200513,MP,19.0,3021.0,,,,,,,12.0,0,2.0,0,,0,167,,,167,D,,,,,,,,,19.0,,,,,,,,,,,2.0
3556,20200513,MS,10090.0,89958.0,604.0,150.0,79.0,1616.0,,,6268.0,8,465.0,34,1616.0,182,2174,,,2356,A,2792,4931.0,548.0,,,,,112.0,17.0,190.0,249.0,6.0,,,,,,6.0,0.0,0.0
3557,20200513,MT,462.0,23390.0,3.0,,,63.0,,,430.0,0,16.0,0,63.0,1,816,,,817,B,423,2.0,,1.0,25.0,,,4.0,7.0,12.0,,,,,4.0,,,,,
3558,20200513,NC,15816.0,194641.0,521.0,,,,,,9115.0,20,597.0,0,,470,7743,,,8213,A,6266,4009.0,,292.0,119.0,31.0,,1023.0,4076.0,332.0,200.0,,6.0,6.0,1.0,1.0,,24.0,24.0,33.0
3559,20200513,ND,1647.0,47298.0,37.0,,,127.0,,,969.0,4,29.0,5,127.0,76,1037,,,1113,C,,,,,,,,,1647.0,,,,,,,,,,,40.0
3560,20200513,NE,8692.0,41033.0,192.0,81.0,56.0,,,,,3,103.0,0,,120,1662,,,1782,B,,,,,,,,,9075.0,,,,,,,,,,,107.0
3561,20200513,NH,3239.0,33977.0,121.0,,,319.0,97.0,,1234.0,9,142.0,1,319.0,79,1576,,,1655,B,1479,105.0,143.0,59.0,,,,149.0,1364.0,54.0,0.0,4.0,0.0,0.0,,,,,1.0,91.0
3562,20200513,NJ,141560.0,299890.0,4226.0,1226.0,928.0,,,,15642.0,194,9702.0,0,,817,7573,,,8390,A+,26169,12878.0,21705.0,3599.0,,,,7642.0,69567.0,5087.0,1768.0,1806.0,523.0,523.0,,,,1806.0,323.0,195.0
3563,20200513,NM,5212.0,105077.0,199.0,,,886.0,,,1434.0,11,219.0,0,886.0,143,3425,,,3568,C,726,158.0,1137.0,47.0,3076.0,,,,183.0,,,,,,,,,,,231.0
3564,20200513,NV,6394.0,60278.0,522.0,121.0,64.0,,,,198.0,5,355.0,0,,83,2514,,,2597,B,,,,,,,,,6394.0,,,,,,,,,,,331.0
3565,20200513,NY,340661.0,918246.0,6946.0,2308.0,1908.0,85008.0,,,59193.0,168,22013.0,519,85008.0,2176,31618,,,33794,A,,,,,,,,,340661.0,5564.0,3481.0,3824.0,864.0,864.0,,,,3824.0,584.0,7694.0
3566,20200513,OH,25721.0,200133.0,924.0,353.0,244.0,4618.0,1248.0,,,47,1483.0,79,4618.0,471,7652,,,8123,B,13240,6564.0,,472.0,21.0,60.0,856.0,1575.0,2933.0,1195.0,242.0,,11.0,11.0,,,12.0,21.0,4.0,19.0
3567,20200513,OK,4852.0,104275.0,218.0,93.0,,848.0,,,3559.0,0,278.0,20,848.0,120,12896,5317.0,104275.0,13016,A+,3315,357.0,,117.0,320.0,,,199.0,544.0,212.0,22.0,,2.0,2.0,21.0,,,6.0,7.0,14.0
3568,20200513,OR,3416.0,80571.0,162.0,38.0,17.0,678.0,,,1406.0,4,134.0,5,678.0,130,6251,,,6381,A+,1679,82.0,,118.0,57.0,33.0,63.0,879.0,505.0,95.0,5.0,,7.0,7.0,2.0,1.0,2.0,11.0,8.0,14.0
3569,20200513,PA,58698.0,244171.0,2012.0,,473.0,,,,,137,3943.0,0,,707,6182,,,6889,C,14386,6721.0,,715.0,,,,299.0,36577.0,1469.0,416.0,,43.0,43.0,,,,,12.0,2003.0
3570,20200513,PR,2329.0,,142.0,10.0,6.0,,,,,1,115.0,0,,30,0,,,30,C,,,,,,,,,2329.0,,,,,,,,,,,115.0
3571,20200513,RI,12203.0,72840.0,269.0,68.0,48.0,1328.0,,,886.0,18,462.0,21,1328.0,196,1924,14782.0,93212.0,2120,A+,3764,1254.0,4246.0,,,,0.0,386.0,2185.0,269.0,20.0,44.0,,,,,0.0,44.0,6.0,123.0
3572,20200513,SC,7927.0,85213.0,,,,1338.0,,,6817.0,0,355.0,0,1338.0,0,0,,,0,A,3172,3244.0,0.0,72.0,,,,288.0,1254.0,184.0,136.0,,3.0,3.0,,,,,3.0,36.0
3573,20200513,SD,3732.0,22112.0,79.0,,,281.0,,,2367.0,0,39.0,10,281.0,69,578,,,647,B,1099,827.0,644.0,449.0,229.0,,,484.0,,,,,,,,,,,,39.0
3574,20200513,TN,16370.0,276547.0,635.0,,,1388.0,,,8624.0,8,273.0,25,1388.0,259,8834,,,9093,A,6611,3518.0,,348.0,,,,1215.0,4678.0,168.0,87.0,,6.0,6.0,,,,11.0,8.0,4.0
3575,20200513,TX,42403.0,514373.0,1676.0,,,,,,23519.0,25,1158.0,0,,1355,17249,,,18604,A,3898,2125.0,5587.0,486.0,,,,94.0,30213.0,176.0,66.0,120.0,6.0,6.0,,,,120.0,2.0,788.0
3576,20200513,UT,6620.0,150166.0,158.0,,,553.0,182.0,81.0,3406.0,2,75.0,18,553.0,188,3113,,,3301,B,2645,199.0,,158.0,185.0,213.0,,720.0,664.0,,,,,,,,,,,75.0
3577,20200513,VA,26746.0,134646.0,1526.0,374.0,202.0,5080.0,,,3554.0,36,927.0,151,5080.0,946,5117,,,6063,A+,8924,4337.0,,,,,,5463.0,8022.0,501.0,201.0,,,,,,,73.0,110.0,115.0
3578,20200513,VI,69.0,1128.0,,,,,,,61.0,0,6.0,0,,0,13,,,13,C,,,,,,,,,69.0,,,,,,,,,,,6.0
3579,20200513,VT,930.0,19708.0,17.0,,,,,,789.0,0,53.0,0,,1,601,,,602,B,828,26.0,,10.0,1.0,,,14.0,50.0,49.0,,,2.0,2.0,,,,0.0,2.0,0.0
3580,20200513,WA,19179.0,238384.0,384.0,114.0,,,,,,17,962.0,0,,227,4520,,,4747,A,5244,820.0,4080.0,965.0,146.0,241.0,222.0,227.0,5567.0,648.0,29.0,81.0,86.0,86.0,8.0,5.0,12.0,81.0,19.0,87.0
3581,20200513,WI,12449.0,117111.0,527.0,110.0,,1908.0,469.0,,5673.0,3,421.0,31,1908.0,318,4363,,,4681,A+,5869,2258.0,,396.0,128.0,,,1130.0,1121.0,280.0,120.0,,8.0,8.0,5.0,,,31.0,2.0,6.0
3582,20200513,WV,1398.0,65282.0,58.0,11.0,6.0,,,,813.0,1,58.0,0,,27,1584,,,1611,B,"1,148",105.0,,,,,,152.0,0.0,2.0,1.0,,,,,,,,,56.0
3583,20200513,WY,675.0,14384.0,10.0,,,67.0,,,477.0,0,7.0,0,67.0,0,0,,,0,B,255,7.0,67.0,5.0,164.0,,,16.0,44.0,,,,,,,,,,,7.0
3584,20200512,AK,383.0,29578.0,10.0,,,,,,334.0,0,10.0,0,,2,1279,,,1281,B,,,,,,,,,,,,,,,,,,,,
3585,20200512,AL,10310.0,122908.0,,,,1287.0,468.0,280.0,,28,429.0,31,1287.0,301,3473,,,3774,B,,,,,,,,,,,,,,,,,,,,
3586,20200512,AR,4164.0,66280.0,59.0,,12.0,485.0,,98.0,3220.0,1,95.0,5,485.0,130,1284,,,1414,A,,,,,,,,,,,,,,,,,,,,
3587,20200512,AS,0.0,105.0,,,,,,,,0,0.0,0,,0,0,,,0,C,,,,,,,,,,,,,,,,,,,,
3588,20200512,AZ,11736.0,111106.0,765.0,318.0,204.0,2504.0,,,2909.0,20,562.0,42,2504.0,356,6022,,,6378,A+,,,,,,,,,,,,,,,,,,,,
3589,20200512,CA,69382.0,963988.0,4544.0,1349.0,,,,,,77,2847.0,0,,1443,40030,,,41473,B,,,,,,,,,,,,,,,,,,,,
3590,20200512,CO,19879.0,88778.0,738.0,,,3663.0,,,3114.0,6,987.0,-26,3663.0,-20,-113,,,-133,A,,,,,,,,,,,,,,,,,,,,
3591,20200512,CT,34333.0,104091.0,1189.0,,,9389.0,,,5413.0,33,3041.0,0,9389.0,568,5348,,,5916,B,,,,,,,,,,,,,,,,,,,,
3592,20200512,DC,6485.0,24565.0,416.0,,82.0,,,,886.0,8,336.0,0,,96,693,,,789,A,,,,,,,,,,,,,,,,,,,,
3593,20200512,DE,6741.0,26550.0,276.0,,,,,,2802.0,10,334.0,0,,176,1187,,,1363,B,,,,,,,,,,,,,,,,,,,,
3594,20200512,FL,41923.0,537681.0,,,,7654.0,,,,44,1849.0,196,7654.0,941,17606,,,18547,A+,,,,,,,,,,,,,,,,,,,,
3595,20200512,GA,34635.0,227544.0,,,,6130.0,1443.0,,,20,1461.0,115,6130.0,708,10183,,,10891,A+,,,,,,,,,,,,,,,,,,,,
3596,20200512,GU,152.0,3939.0,,,,,,,124.0,0,5.0,0,,1,101,,,102,C,,,,,,,,,,,,,,,,,,,,
3597,20200512,HI,634.0,37305.0,,,,81.0,,,561.0,0,17.0,0,81.0,2,254,,,256,B,,,,,,,,,,,,,,,,,,,,
3598,20200512,IA,12912.0,68376.0,385.0,143.0,101.0,,,,5618.0,18,289.0,0,,539,2957,,,3496,A+,,,,,,,,,,,,,,,,,,,,
3599,20200512,ID,2260.0,30445.0,25.0,,,210.0,87.0,,1508.0,3,70.0,3,210.0,30,533,,,563,B,,,,,,,,,,,,,,,,,,,,
3600,20200512,IL,83021.0,388670.0,4626.0,1215.0,730.0,,,,,142,3601.0,0,,4014,25252,,,29266,A,,,,,,,,,,,,,,,,,,,,
3601,20200512,IN,25127.0,125383.0,1283.0,472.0,212.0,4389.0,,,,38,1578.0,0,4389.0,500,3322,,,3822,A+,,,,,,,,,,,,,,,,,,,,
3602,20200512,KS,7116.0,46993.0,,,,660.0,233.0,101.0,376.0,0,158.0,0,660.0,0,0,,,0,A,,,,,,,,,,,,,,,,,,,,
3603,20200512,KY,6677.0,97347.0,383.0,220.0,,1767.0,768.0,,2335.0,7,311.0,10,1767.0,237,16864,,,17101,A+,,,,,,,,,,,,,,,,,,,,
3604,20200512,LA,32050.0,195962.0,1320.0,,146.0,,,,22608.0,39,2347.0,0,,235,6947,,,7182,B,,,,,,,,,,,,,,,,,,,,
3605,20200512,MA,79332.0,322164.0,3127.0,818.0,,7842.0,,,,33,5141.0,110,7842.0,870,5898,,,6768,A+,,,,,,,,,,,,,,,,,,,,
3606,20200512,MD,34061.0,135442.0,1563.0,590.0,,6287.0,,,2394.0,46,1834.0,104,6287.0,688,4035,,,4723,B,,,,,,,,,,,,,,,,,,,,
3607,20200512,ME,1477.0,22092.0,34.0,17.0,8.0,202.0,,,913.0,0,65.0,2,202.0,15,0,,,15,B,,,,,,,,,,,,,,,,,,,,
3608,20200512,MI,55641.0,291701.0,1384.0,693.0,525.0,,,,22686.0,49,5188.0,0,,1637,13408,62208.0,291701.0,15045,A+,,,,,,,,,,,,,,,,,,,,
3609,20200512,MN,15043.0,118934.0,496.0,199.0,,1799.0,625.0,,7609.0,23,614.0,83,1799.0,664,3349,,,4013,A,,,,,,,,,,,,,,,,,,,,
3610,20200512,MO,10006.0,111290.0,787.0,,140.0,,,,,36,524.0,0,,88,5588,11865.0,112948.0,5676,B,,,,,,,,,,,,,,,,,,,,
3611,20200512,MP,19.0,2854.0,,,,,,,12.0,0,2.0,0,,0,178,,,178,D,,,,,,,,,,,,,,,,,,,,
3612,20200512,MS,9908.0,87784.0,604.0,146.0,75.0,1582.0,,,6268.0,22,457.0,36,1582.0,234,1573,,,1807,A,,,,,,,,,,,,,,,,,,,,
3613,20200512,MT,461.0,22574.0,4.0,,,63.0,,,425.0,0,16.0,1,63.0,2,461,,,463,B,,,,,,,,,,,,,,,,,,,,
3614,20200512,NC,15346.0,186898.0,475.0,,,,,,9115.0,27,577.0,0,,301,6078,,,6379,A,,,,,,,,,,,,,,,,,,,,
3615,20200512,ND,1571.0,46261.0,38.0,,,122.0,,,877.0,1,25.0,7,122.0,53,765,,,818,C,,,,,,,,,,,,,,,,,,,,
3616,20200512,NE,8572.0,39371.0,192.0,81.0,56.0,,,,,2,100.0,0,,257,1447,,,1704,B,,,,,,,,,,,,,,,,,,,,
3617,20200512,NH,3160.0,32401.0,117.0,,,318.0,97.0,,1231.0,0,133.0,0,318.0,0,678,,,678,B,,,,,,,,,,,,,,,,,,,,
3618,20200512,NJ,140743.0,292317.0,4328.0,1306.0,982.0,,,,15642.0,198,9508.0,0,,798,6329,,,7127,A+,,,,,,,,,,,,,,,,,,,,
3619,20200512,NM,5069.0,101652.0,207.0,,,886.0,,,1300.0,8,208.0,97,886.0,206,4017,,,4223,C,,,,,,,,,,,,,,,,,,,,
3620,20200512,NV,6311.0,57764.0,522.0,121.0,64.0,,,,185.0,6,350.0,0,,159,3832,,,3991,C,,,,,,,,,,,,,,,,,,,,
3621,20200512,NY,338485.0,886628.0,7063.0,2375.0,1964.0,84489.0,,,58679.0,205,21845.0,295,84489.0,1430,19032,,,20462,A,,,,,,,,,,,,,,,,,,,,
3622,20200512,OH,25250.0,192481.0,1032.0,401.0,270.0,4539.0,1232.0,,,79,1436.0,126,4539.0,473,6728,,,7201,B,,,,,,,,,,,,,,,,,,,,
3623,20200512,OK,4732.0,91379.0,190.0,83.0,,828.0,,,3423.0,4,278.0,0,828.0,119,0,5229.0,101082.0,119,A+,,,,,,,,,,,,,,,,,,,,
3624,20200512,OR,3286.0,74320.0,165.0,39.0,25.0,673.0,,,1125.0,0,130.0,0,673.0,0,0,,,0,A+,,,,,,,,,,,,,,,,,,,,
3625,20200512,PA,57991.0,237989.0,2187.0,,497.0,,,,,75,3806.0,0,,837,6285,,,7122,C,,,,,,,,,,,,,,,,,,,,
3626,20200512,PR,2299.0,,127.0,,,,,,,1,114.0,0,,43,0,,,43,C,,,,,,,,,,,,,,,,,,,,
3627,20200512,RI,12007.0,70916.0,277.0,72.0,53.0,1307.0,,,863.0,14,444.0,27,1307.0,219,1551,14437.0,89697.0,1770,A+,,,,,,,,,,,,,,,,,,,,
3628,20200512,SC,7927.0,85213.0,,,,1338.0,,,6817.0,24,355.0,86,1338.0,274,8409,,,8683,A,,,,,,,,,,,,,,,,,,,,
3629,20200512,SD,3663.0,21534.0,74.0,,,271.0,,,2309.0,5,39.0,8,271.0,49,570,,,619,B,,,,,,,,,,,,,,,,,,,,
3630,20200512,TN,16111.0,267713.0,591.0,,,1363.0,,,8336.0,14,265.0,19,1363.0,567,9980,,,10547,A,,,,,,,,,,,,,,,,,,,,
3631,20200512,TX,41048.0,497124.0,1725.0,,,,,,22674.0,33,1133.0,0,,1179,11296,,,12475,A,,,,,,,,,,,,,,,,,,,,
3632,20200512,UT,6432.0,147053.0,166.0,,,535.0,178.0,80.0,3267.0,5,73.0,18,535.0,70,2830,,,2900,B,,,,,,,,,,,,,,,,,,,,
3633,20200512,VA,25800.0,129529.0,1529.0,364.0,201.0,4929.0,,,3400.0,41,891.0,152,4929.0,730,3982,,,4712,A+,,,,,,,,,,,,,,,,,,,,
3634,20200512,VI,69.0,1115.0,,,,,,,61.0,1,6.0,0,,0,5,,,5,C,,,,,,,,,,,,,,,,,,,,
3635,20200512,VT,929.0,19107.0,18.0,,,,,,787.0,0,53.0,0,,2,310,,,312,B,,,,,,,,,,,,,,,,,,,,
3636,20200512,WA,18952.0,233864.0,321.0,94.0,,,,,,14,945.0,0,,211,4765,,,4976,A,,,,,,,,,,,,,,,,,,,,
3637,20200512,WI,12131.0,112748.0,520.0,116.0,,1877.0,464.0,,5371.0,9,418.0,31,1877.0,211,4715,,,4926,A+,,,,,,,,,,,,,,,,,,,,
3638,20200512,WV,1371.0,63698.0,50.0,9.0,5.0,,,,803.0,3,57.0,0,,5,1595,,,1600,C,,,,,,,,,,,,,,,,,,,,
3639,20200512,WY,675.0,14384.0,10.0,,,67.0,,,477.0,0,7.0,1,67.0,13,2981,,,2994,B,,,,,,,,,,,,,,,,,,,,
3640,20200511,AK,381.0,28299.0,7.0,,,,,,328.0,0,10.0,0,,2,1314,,,1316,C,,,,,,,,,,,,,,,,,,,,
