,date,state,positive,negative,hospitalized_currently,in_icu_currently,on_ventilator_currently,hospitalized_cumulative,in_icu_cumulative,on_ventilator_cumulative,recovered,death_increase,death,hospitalized_increase,hospitalized,positive_increase,negative_increase,positive_tests_viral,negative_tests_viral,total_test_results_increase,data_quality_grade,cases_white,cases_black,cases_latinx,cases_asian,cases_aian,cases_nhpi,cases_multiracial,cases_other,cases_unknown,deaths_white,deaths_black,deaths_latinx,deaths_asian,deaths_asian,deaths_aian,deaths_nhpi,deaths_multiracial,deaths_ethnicity_hispanic,deaths_other,deaths_unknown
124,20200713,GU,312.0,17030.0,3.0,,,,,,202.0,0,5.0,0,,0,363,,,363,B,,,,,,,,,,,,,,,,,,,,
125,20200713,HI,1220.0,93950.0,,,,125.0,,,890.0,0,19.0,0,125.0,20,1230,,,1250,D,,,,,,,,,,,,,,,,,,,,
126,20200713,IA,35529.0,341187.0,186.0,67.0,32.0,,,,26664.0,4,754.0,0,,458,1845,,,2303,A+,,,,,,,,,,,,,,,,,,,,
127,20200713,ID,10902.0,116230.0,86.0,22.0,,477.0,142.0,,3179.0,0,102.0,9,477.0,397,1474,,,1871,A,,,,,,,,,,,,,,,,,,,,
128,20200713,IL,155931.0,1858195.0,1362.0,334.0,136.0,,,,,6,7394.0,0,,883,29129,,,30012,A,,,,,,,,,,,,,,,,,,,,
129,20200713,IN,52037.0,518372.0,764.0,255.0,71.0,7574.0,1601.0,,38914.0,2,2762.0,47,7574.0,425,5337,,,5762,A+,,,,,,,,,,,,,,,,,,,,
130,20200713,KS,20058.0,211117.0,,,,1343.0,410.0,160.0,920.0,4,288.0,39,1343.0,1447,11949,,,13396,A,,,,,,,,,,,,,,,,,,,,
131,20200713,KY,19653.0,422232.0,440.0,87.0,,2791.0,1017.0,,5344.0,4,629.0,12,2791.0,264,3451,,,3715,B,,,,,,,,,,,,,,,,,,,,
132,20200713,LA,79827.0,873599.0,1308.0,,142.0,,,,46334.0,7,3423.0,0,,1705,16726,,,18431,B,,,,,,,,,,,,,,,,,,,,
133,20200713,MA,111827.0,854316.0,570.0,89.0,46.0,11611.0,,,94347.0,5,8330.0,3,11611.0,230,8433,,,8663,A+,,,,,,,,,,,,,,,,,,,,
134,20200713,MD,73527.0,578430.0,386.0,108.0,,11467.0,,,5230.0,6,3325.0,47,11467.0,418,8148,,,8566,A,,,,,,,,,,,,,,,,,,,,
135,20200713,ME,3558.0,120404.0,18.0,8.0,3.0,372.0,,,3008.0,0,114.0,1,372.0,19,1629,4363.0,119029.0,1648,A+,,,,,,,,,,,,,,,,,,,,
136,20200713,MI,77198.0,1236229.0,543.0,184.0,113.0,,,,53867.0,7,6321.0,0,,422,16850,96438.0,1236229.0,17272,A+,,,,,,,,,,,,,,,,,,,,
137,20200713,MN,42772.0,726217.0,247.0,114.0,,4424.0,1338.0,,37199.0,2,1542.0,25,4424.0,491,13446,,,13937,A,,,,,,,,,,,,,,,,,,,,
138,20200713,MO,27890.0,467887.0,932.0,,89.0,,,,,14,1083.0,0,,447,9822,32874.0,587188.0,10269,B,,,,,,,,,,,,,,,,,,,,
139,20200713,MP,33.0,10734.0,,,,4.0,,,19.0,0,2.0,0,4.0,0,0,,,0,D,,,,,,,,,,,,,,,,,,,,
140,20200713,MS,36680.0,306735.0,1020.0,208.0,110.0,3530.0,,,25932.0,1,1250.0,35,3530.0,393,7811,,,8204,A,,,,,,,,,,,,,,,,,,,,
141,20200713,MT,1843.0,116852.0,28.0,,,133.0,,,875.0,3,32.0,5,133.0,85,3949,,,4034,C,,,,,,,,,,,,,,,,,,,,
142,20200713,NC,87528.0,1132958.0,1040.0,,,,,,67124.0,7,1510.0,0,,1827,19084,,,20911,A,,,,,,,,,,,,,,,,,,,,
143,20200713,ND,4442.0,119436.0,43.0,,,277.0,,,3653.0,0,78.0,6,277.0,108,1291,,,1399,D,,,,,,,,,,,,,,,,,,,,
144,20200713,NE,21172.0,190487.0,98.0,,,1421.0,,,15860.0,0,285.0,0,1421.0,174,3382,,,3556,B,,,,,,,,,,,,,,,,,,,,
145,20200713,NH,6054.0,128812.0,22.0,,,589.0,191.0,,5027.0,0,391.0,0,589.0,30,1447,,,1477,B,,,,,,,,,,,,,,,,,,,,
146,20200713,NJ,175522.0,1524863.0,892.0,166.0,81.0,20632.0,,,31261.0,19,15560.0,0,20632.0,224,14557,,,14781,A+,,,,,,,,,,,,,,,,,,,,
147,20200713,NM,15028.0,403329.0,170.0,,,2204.0,,,6322.0,2,545.0,17,2204.0,255,7348,,,7603,B,,,,,,,,,,,,,,,,,,,,
148,20200713,NV,28515.0,324678.0,953.0,250.0,107.0,,,,789.0,0,593.0,0,,832,4805,,,5637,A+,,,,,,,,,,,,,,,,,,,,
149,20200713,NY,402263.0,4322619.0,792.0,175.0,103.0,89995.0,,,71643.0,10,24989.0,0,89995.0,557,51130,,,51687,A,,,,,,,,,,,,,,,,,,,,
150,20200713,OH,66853.0,957898.0,949.0,293.0,159.0,8915.0,2201.0,,45194.0,6,3064.0,73,8915.0,1261,17104,,,18365,B,,,,,,,,,,,,,,,,,,,,
151,20200713,OK,20745.0,400037.0,499.0,186.0,,2063.0,,,15815.0,2,424.0,31,2063.0,510,0,22367.0,400037.0,510,A+,,,,,,,,,,,,,,,,,,,,
152,20200713,OR,12438.0,288274.0,246.0,67.0,35.0,1234.0,,,3094.0,3,237.0,54,1234.0,268,4272,,288274.0,4540,A+,,,,,,,,,,,,,,,,,,,,
153,20200713,PA,95742.0,835732.0,682.0,,96.0,,,,73721.0,7,6911.0,0,,476,6714,,,7190,A+,,,,,,,,,,,,,,,,,,,,
154,20200713,PR,10010.0,192686.0,159.0,15.0,8.0,,,,,0,167.0,0,,356,0,2627.0,191601.0,356,B,,,,,,,,,,,,,,,,,,,,
155,20200713,RI,17487.0,155756.0,67.0,3.0,4.0,2066.0,,,1691.0,8,984.0,15,2066.0,175,6413,25518.0,265238.0,6588,A+,,,,,,,,,,,,,,,,,,,,
156,20200713,SC,58168.0,448933.0,1488.0,,,3398.0,,,20957.0,11,972.0,0,3398.0,1520,13073,72738.0,434198.0,14593,A,,,,,,,,,,,,,,,,,,,,
157,20200713,SD,7524.0,83854.0,63.0,,,742.0,,,6543.0,0,109.0,4,742.0,25,745,,,770,B,,,,,,,,,,,,,,,,,,,,
158,20200713,TN,65274.0,988687.0,1120.0,,,3284.0,,,36996.0,8,749.0,34,3284.0,3314,32632,75920.0,977504.0,35946,A,,,,,,,,,,,,,,,,,,,,
159,20200713,TX,264313.0,2275812.0,10405.0,,,,,,136419.0,43,3235.0,0,,5655,41716,,,47371,B,,,,,,,,,,,,,,,,,,,,
160,20200713,UT,30030.0,388305.0,252.0,86.0,,1850.0,487.0,208.0,17728.0,1,216.0,26,1850.0,546,4731,,,5277,A+,,,,,,,,,,,,,,,,,,,,
161,20200713,VA,71642.0,742373.0,1129.0,243.0,105.0,10459.0,,,9330.0,2,1968.0,104,10459.0,972,8998,,,9970,A+,,,,,,,,,,,,,,,,,,,,
162,20200713,VI,206.0,4084.0,,,,,,,96.0,0,6.0,0,,25,176,,,201,C,,,,,,,,,,,,,,,,,,,,
163,20200713,VT,1301.0,75280.0,10.0,,,,,,1096.0,0,56.0,0,,5,725,,,730,B,,,,,,,,,,,,,,,,,,,,
164,20200713,WA,40656.0,645349.0,331.0,,35.0,4751.0,,,,14,1438.0,89,4751.0,1438,16101,,,17539,B,,,,,,,,,,,,,,,,,,,,
165,20200713,WI,40382.0,659479.0,283.0,85.0,,3850.0,800.0,,28670.0,0,827.0,26,3850.0,505,6127,,,6632,A+,,,,,,,,,,,,,,,,,,,,
166,20200713,WV,4259.0,203966.0,63.0,22.0,8.0,,,,2825.0,0,96.0,0,,52,1137,,,1189,B,,,,,,,,,,,,,,,,,,,,
167,20200713,WY,1862.0,38077.0,17.0,,,124.0,,,1372.0,0,21.0,0,124.0,0,0,1592.0,53324.0,0,B,,,,,,,,,,,,,,,,,,,,
168,20200712,AK,1479.0,143996.0,27.0,,0.0,,,,615.0,0,17.0,0,,94,2005,,,2099,A,633,35.0,,63.0,177.0,39.0,43.0,30.0,459.0,11.0,0.0,,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
169,20200712,AL,53587.0,457919.0,1068.0,,,6745.0,911.0,503.0,25783.0,7,1121.0,0,6745.0,1640,7846,,,9486,B,18094,17650.0,,216.0,,,,3063.0,14562.0,543.0,479.0,,4.0,4.0,,,,34.0,19.0,69.0
170,20200712,AR,28367.0,354035.0,412.0,,84.0,1822.0,,266.0,21591.0,8,321.0,42,1822.0,1564,11189,,,12753,A,13542,6042.0,,395.0,74.0,1743.0,,4040.0,2531.0,171.0,78.0,,3.0,3.0,0.0,27.0,,28.0,20.0,22.0
171,20200712,AS,0.0,816.0,,,,,,,,0,0.0,0,,0,0,,,0,C,,,,,,,,,,,,,,,,,,,,
172,20200712,AZ,122467.0,573705.0,3432.0,922.0,631.0,5795.0,,,14829.0,86,2237.0,45,5795.0,2537,9645,,,12182,A+,19895,2709.0,28514.0,913.0,7783.0,,,2342.0,60311.0,907.0,64.0,540.0,24.0,24.0,344.0,,,540.0,42.0,316.0
173,20200712,CA,320804.0,5085795.0,7854.0,2020.0,,,,,,72,7017.0,0,,8460,122444,,,130904,B,36481,9021.0,112854.0,12473.0,446.0,1243.0,1531.0,32060.0,114695.0,2140.0,613.0,3020.0,933.0,933.0,25.0,33.0,40.0,3020.0,84.0,129.0
174,20200712,CO,36591.0,355512.0,324.0,,,5885.0,,,4749.0,0,1586.0,21,5885.0,400,5842,,,6242,A,11400,1736.0,12604.0,783.0,183.0,118.0,345.0,264.0,9475.0,981.0,107.0,343.0,53.0,53.0,8.0,5.0,19.0,343.0,7.0,58.0
175,20200712,CT,47287.0,510922.0,77.0,,,10552.0,,,8351.0,0,4348.0,0,10552.0,0,0,,,0,B,16610,6189.0,8973.0,684.0,45.0,,139.0,264.0,14383.0,3184.0,646.0,376.0,47.0,47.0,2.0,,27.0,376.0,16.0,50.0
176,20200712,DC,10847.0,116036.0,95.0,30.0,17.0,,,,1737.0,0,568.0,0,,46,2787,,,2833,A+,2218,5354.0,,169.0,27.0,29.0,,2781.0,269.0,60.0,421.0,74.0,8.0,8.0,,,,74.0,5.0,0.0
177,20200712,DE,12804.0,124605.0,58.0,10.0,,,,,7120.0,0,517.0,0,,61,3233,,,3294,A+,4135,3266.0,3447.0,182.0,,,,614.0,1160.0,324.0,132.0,32.0,1.0,1.0,,,,32.0,6.0,22.0
178,20200712,FL,269811.0,2304196.0,7542.0,,,18590.0,,,,45,4346.0,249,18590.0,15300,83408,337795.0,2819784.0,98708,A,56326,38335.0,69473.0,,,,,9396.0,96281.0,1993.0,864.0,1102.0,,,,,,1102.0,142.0,245.0
179,20200712,GA,116926.0,966490.0,2512.0,,,13259.0,2621.0,,,5,3001.0,54,13259.0,2525,16018,106089.0,977327.0,18543,A,27669,30945.0,17179.0,1542.0,67.0,108.0,,3243.0,36173.0,1365.0,1391.0,162.0,48.0,48.0,4.0,6.0,,162.0,12.0,13.0
180,20200712,GU,312.0,16667.0,3.0,,,,,,202.0,0,5.0,0,,0,0,,,0,B,34,,,124.0,,122.0,,19.0,13.0,,,,,,,,,,,5.0
181,20200712,HI,1200.0,92720.0,,,,125.0,,,872.0,0,19.0,0,125.0,42,1644,,,1686,D,205,10.0,,340.0,,346.0,,26.0,293.0,,,,,,,,,,,19.0
182,20200712,IA,35071.0,339342.0,177.0,54.0,26.0,,,,26234.0,2,750.0,0,,424,5628,,,6052,A+,22632,3182.0,,2121.0,353.0,353.0,,353.0,6718.0,599.0,36.0,,24.0,24.0,5.0,12.0,,51.0,3.0,71.0
183,20200712,ID,10505.0,114756.0,86.0,22.0,,468.0,139.0,,3114.0,1,102.0,19,468.0,577,2335,,,2912,A,5355,150.0,,95.0,95.0,36.0,398.0,1195.0,3574.0,96.0,1.0,,2.0,2.0,1.0,,,8.0,1.0,0.0
184,20200712,IL,155048.0,1829066.0,1342.0,311.0,127.0,,,,,19,7388.0,0,,954,37940,,,38894,A,33468,25828.0,48999.0,4317.0,226.0,385.0,,5719.0,36106.0,3199.0,1990.0,1482.0,343.0,343.0,10.0,8.0,,1482.0,52.0,304.0
185,20200712,IN,51612.0,513035.0,702.0,237.0,68.0,7527.0,1592.0,,38623.0,4,2760.0,69,7527.0,533,5968,,,6501,A+,23494,6099.0,,738.0,,,,8989.0,12292.0,1662.0,370.0,,13.0,13.0,,,,51.0,337.0,378.0
186,20200712,KS,18611.0,199168.0,,,,1304.0,405.0,160.0,905.0,0,284.0,0,1304.0,0,0,,,0,A,11964,1474.0,,817.0,122.0,,,846.0,3388.0,198.0,61.0,,9.0,9.0,2.0,,,36.0,8.0,6.0
187,20200712,KY,19389.0,418781.0,370.0,75.0,,2779.0,1014.0,,5322.0,3,625.0,0,2779.0,268,0,,,268,B,9876,1801.0,,461.0,67.0,35.0,786.0,,6363.0,475.0,88.0,,8.0,8.0,,,12.0,22.0,,42.0
188,20200712,LA,78122.0,856873.0,1243.0,,134.0,,,,46334.0,13,3416.0,0,,1319,9229,,,10548,B,,,,,,,,,78122.0,1468.0,1671.0,,23.0,23.0,4.0,5.0,,65.0,16.0,228.0
189,20200712,MA,111597.0,845883.0,583.0,93.0,43.0,11608.0,,,94347.0,15,8325.0,8,11608.0,199,10947,,,11146,A+,34076,10493.0,21803.0,2334.0,,,,5839.0,37052.0,6240.0,684.0,575.0,215.0,215.0,,,,575.0,542.0,69.0
190,20200712,MD,73109.0,570282.0,392.0,114.0,,11420.0,,,5230.0,9,3319.0,67,11420.0,642,13472,,,14114,A,14797,21160.0,19452.0,1426.0,,,,3498.0,12776.0,1424.0,1344.0,369.0,129.0,129.0,,,,369.0,35.0,18.0
191,20200712,ME,3539.0,118775.0,19.0,9.0,3.0,371.0,,,2994.0,2,114.0,3,371.0,19,2405,4344.0,117405.0,2424,A+,2127,816.0,,84.0,6.0,2.0,22.0,104.0,378.0,95.0,2.0,,,,,,,0.0,0.0,17.0
192,20200712,MI,76776.0,1219379.0,505.0,174.0,99.0,,,,53867.0,1,6314.0,0,,406,21627,95926.0,1219379.0,22033,A+,30909,21485.0,,1630.0,296.0,,5168.0,4565.0,12723.0,3274.0,2496.0,,80.0,80.0,19.0,,102.0,126.0,121.0,222.0
193,20200712,MN,42281.0,712771.0,251.0,123.0,,4399.0,1335.0,,36582.0,3,1540.0,33,4399.0,710,12247,,,12957,A,17997,8665.0,,2933.0,345.0,94.0,690.0,5075.0,6482.0,1210.0,147.0,,62.0,62.0,27.0,3.0,22.0,60.0,15.0,16.0
194,20200712,MO,27443.0,458065.0,883.0,,80.0,,,,,0,1069.0,0,,310,10648,32546.0,571520.0,10958,B,12322,6995.0,,,,,779.0,1763.0,5568.0,625.0,369.0,,,,,,8.0,27.0,28.0,36.0
195,20200712,MP,33.0,10734.0,,,,4.0,,,19.0,0,2.0,0,4.0,2,0,,,2,D,,,,,,,,,33.0,,,,,,,,,,,2.0
196,20200712,MS,36287.0,298924.0,963.0,202.0,107.0,3495.0,,,22167.0,19,1249.0,0,3495.0,868,0,,,868,A,9752,16759.0,1636.0,111.0,1105.0,,,1906.0,4150.0,505.0,615.0,21.0,0.0,0.0,73.0,,,21.0,10.0,6.0
197,20200712,MT,1758.0,112903.0,26.0,,,128.0,,,865.0,0,29.0,1,128.0,81,1221,,,1302,C,1057,7.0,,2.0,187.0,,,23.0,482.0,14.0,,,,,8.0,,,,,7.0
198,20200712,NC,85701.0,1113874.0,1070.0,,,,,,55318.0,4,1503.0,0,,1908,21609,,,23517,A,32417,13921.0,,1131.0,652.0,186.0,,9860.0,27534.0,836.0,473.0,,22.0,22.0,21.0,3.0,,140.0,92.0,56.0
199,20200712,ND,4334.0,118145.0,38.0,,,271.0,,,3570.0,0,78.0,8,271.0,91,1537,,,1628,D,,,,,,,,,4334.0,,,,,,,,,,,87.0
200,20200712,NE,20998.0,187105.0,95.0,,,1421.0,,,15724.0,-1,285.0,2,1421.0,221,4028,,,4249,B,12100,1300.0,,1200.0,243.0,32.0,,1600.0,4697.0,219.0,22.0,,17.0,17.0,7.0,0.0,,67.0,8.0,12.0
201,20200712,NH,6024.0,127365.0,22.0,,,589.0,191.0,,5013.0,1,391.0,4,589.0,33,1054,,,1087,B,3740,309.0,587.0,153.0,,,,260.0,1005.0,304.0,7.0,11.0,3.0,3.0,,,,11.0,10.0,56.0
202,20200712,NJ,175298.0,1510306.0,890.0,163.0,86.0,20632.0,,,31190.0,16,15541.0,0,20632.0,339,23981,,,24320,A+,37558,17880.0,31946.0,5238.0,,,,12107.0,70569.0,7223.0,2441.0,2687.0,736.0,736.0,,,,2687.0,236.0,2218.0
203,20200712,NM,14773.0,395981.0,158.0,,,2187.0,,,6271.0,4,543.0,26,2187.0,224,6949,,,7173,B,1911,284.0,5202.0,105.0,6661.0,,,,865.0,98.0,4.0,59.0,1.0,1.0,236.0,,,59.0,,147.0
204,20200712,NV,27683.0,319873.0,895.0,239.0,114.0,,,,764.0,1,593.0,0,,845,5478,,,6323,A+,4480,1261.0,6129.0,1164.0,87.0,,,1500.0,13062.0,257.0,65.0,86.0,78.0,78.0,4.0,,,86.0,11.0,92.0
205,20200712,NY,401706.0,4271489.0,801.0,174.0,102.0,89995.0,,,71565.0,5,24979.0,0,89995.0,677,61741,,,62418,A,,,,,,,,,401706.0,8536.0,6312.0,6658.0,1687.0,1687.0,,,,6658.0,1802.0,2016.0
206,20200712,OH,65592.0,940794.0,954.0,289.0,154.0,8842.0,2185.0,,44663.0,22,3058.0,72,8842.0,1378,21973,,,23351,B,31118,17437.0,,1904.0,78.0,125.0,2154.0,4657.0,8119.0,2341.0,585.0,,33.0,33.0,1.0,1.0,36.0,65.0,19.0,42.0
207,20200712,OK,20235.0,400037.0,499.0,186.0,,2032.0,,,15485.0,1,422.0,40,2032.0,456,0,22367.0,400037.0,456,A+,11379,1530.0,,1408.0,1429.0,,,797.0,3692.0,317.0,30.0,,8.0,8.0,34.0,,,17.0,11.0,22.0
208,20200712,OR,12170.0,284002.0,208.0,56.0,30.0,1180.0,,,3009.0,2,234.0,0,1180.0,319,3670,,284002.0,3989,A+,4760,485.0,,394.0,262.0,327.0,296.0,3580.0,1350.0,171.0,6.0,,9.0,9.0,3.0,6.0,2.0,28.0,18.0,17.0
209,20200712,PA,95266.0,829018.0,652.0,,96.0,,,,73354.0,7,6904.0,0,,577,11384,,,11961,A+,28200,11900.0,,1300.0,,,,743.0,50005.0,4925.0,1469.0,,151.0,151.0,,,,412.0,335.0,0.0
210,20200712,PR,9654.0,192686.0,174.0,12.0,11.0,,,,,0,167.0,0,,288,0,2627.0,191601.0,288,B,,,,,,,,,9654.0,,,,,,,,,,,167.0
211,20200712,RI,17312.0,149343.0,61.0,4.0,5.0,2051.0,,,1685.0,0,976.0,0,2051.0,0,0,24885.0,253472.0,0,A+,4616,1592.0,5899.0,,,,378.0,465.0,4362.0,641.0,48.0,81.0,,,,,0.0,81.0,12.0,194.0
212,20200712,SC,56648.0,435860.0,1472.0,,,3398.0,,,20957.0,10,961.0,0,3398.0,1949,2469,69920.0,422425.0,4418,A,18552,12905.0,,403.0,,,,3629.0,20753.0,422.0,386.0,,8.0,8.0,,,,34.0,26.0,116.0
213,20200712,SD,7499.0,83109.0,53.0,,,738.0,,,6522.0,0,109.0,0,738.0,45,957,,,1002,B,2716,985.0,1126.0,715.0,1206.0,,,751.0,0.0,,,,,,,,,,,109.0
214,20200712,TN,61960.0,956055.0,1184.0,,,3250.0,,,35855.0,3,741.0,57,3250.0,954,9947,71982.0,945516.0,10901,A,25886,12551.0,,710.0,78.0,56.0,,9635.0,13044.0,413.0,263.0,,12.0,12.0,0.0,1.0,,72.0,49.0,3.0
215,20200712,TX,258658.0,2234096.0,10410.0,,,,,,132638.0,80,3192.0,0,,8196,54934,,,63130,B,6335,2914.0,10090.0,641.0,,,,133.0,238545.0,310.0,91.0,210.0,14.0,14.0,,,,210.0,1.0,2566.0
216,20200712,UT,29484.0,383574.0,276.0,84.0,,1824.0,486.0,207.0,17303.0,3,215.0,27,1824.0,629,7077,,,7706,A+,10959,747.0,12072.0,650.0,686.0,1141.0,,3670.0,3267.0,112.0,5.0,53.0,10.0,10.0,15.0,12.0,,53.0,18.0,9.0
217,20200712,VA,70670.0,733375.0,1045.0,228.0,101.0,10355.0,,,9310.0,4,1966.0,64,10355.0,888,16822,,,17710,A+,15385,10773.0,23343.0,2275.0,84.0,,249.0,1694.0,16867.0,1058.0,455.0,216.0,114.0,114.0,2.0,,0.0,216.0,24.0,97.0
218,20200712,VI,181.0,3908.0,,,,,,,93.0,0,6.0,0,,14,268,,,282,C,,,,,,,,,181.0,,,,,,,,,,,6.0
219,20200712,VT,1296.0,74555.0,17.0,,,,,,1089.0,0,56.0,0,,13,806,,,819,B,1068,143.0,,53.0,2.0,,0.0,24.0,6.0,53.0,,,2.0,2.0,,,,0.0,1.0,0.0
220,20200712,WA,39218.0,629248.0,326.0,,57.0,4662.0,,,,0,1424.0,0,4662.0,0,0,,,0,B,10048,1520.0,12295.0,1545.0,457.0,838.0,587.0,689.0,11239.0,933.0,46.0,174.0,115.0,115.0,16.0,13.0,28.0,174.0,30.0,69.0
221,20200712,WI,39877.0,653352.0,264.0,74.0,,3824.0,800.0,,28318.0,-1,827.0,27,3824.0,797,6848,,,7645,A+,23372,6462.0,,1382.0,361.0,,,4099.0,4201.0,577.0,194.0,,23.0,23.0,10.0,,,98.0,11.0,12.0
222,20200712,WV,4207.0,202829.0,56.0,14.0,7.0,,,,2806.0,1,96.0,0,,133,3080,,,3213,B,3343,298.0,,,,,,602.0,1.0,58.0,3.0,,,,,,,,,35.0
223,20200712,WY,1862.0,38077.0,12.0,,,124.0,,,1372.0,0,21.0,1,124.0,23,0,1592.0,53324.0,23,B,864,19.0,236.0,9.0,337.0,4.0,,70.0,428.0,9.0,0.0,2.0,0.0,0.0,9.0,,,2.0,0.0,1.0
224,20200711,AK,1385.0,141991.0,31.0,,1.0,,,,598.0,0,17.0,0,,62,1383,,,1445,A,,,,,,,,,,,,,,,,,,,,
225,20200711,AL,51947.0,450073.0,1068.0,,,6745.0,904.0,496.0,25783.0,10,1114.0,3656,6745.0,1439,8365,,,9804,B,,,,,,,,,,,,,,,,,,,,
226,20200711,AR,26803.0,342846.0,402.0,,84.0,1780.0,,265.0,20642.0,0,313.0,37,1780.0,0,4237,,,4237,A,,,,,,,,,,,,,,,,,,,,
227,20200711,AS,0.0,816.0,,,,,,,,0,0.0,0,,0,0,,,0,C,,,,,,,,,,,,,,,,,,,,
228,20200711,AZ,119930.0,564060.0,3485.0,899.0,620.0,5750.0,,,14394.0,69,2151.0,91,5750.0,3038,11741,,,14779,A+,,,,,,,,,,,,,,,,,,,,
229,20200711,CA,312344.0,4963351.0,7904.0,2021.0,,,,,,94,6945.0,0,,8047,91911,,,99958,B,,,,,,,,,,,,,,,,,,,,
230,20200711,CO,36191.0,349670.0,328.0,,,5864.0,,,4728.0,5,1586.0,33,5864.0,666,8055,,,8721,A,,,,,,,,,,,,,,,,,,,,
231,20200711,CT,47287.0,510922.0,77.0,,,10552.0,,,8351.0,0,4348.0,0,10552.0,0,0,,,0,B,,,,,,,,,,,,,,,,,,,,
232,20200711,DC,10801.0,113249.0,92.0,29.0,17.0,,,,1717.0,0,568.0,0,,58,3108,,,3166,A+,,,,,,,,,,,,,,,,,,,,
233,20200711,DE,12743.0,121372.0,65.0,13.0,,,,,7002.0,0,517.0,0,,91,1316,,,1407,A+,,,,,,,,,,,,,,,,,,,,
234,20200711,FL,254511.0,2220788.0,7186.0,,,18341.0,,,,98,4301.0,425,18341.0,10360,43312,318664.0,2703554.0,53672,A,,,,,,,,,,,,,,,,,,,,
235,20200711,GA,114401.0,950472.0,2446.0,,,13205.0,2610.0,,,31,2996.0,268,13205.0,3190,15335,103672.0,961201.0,18525,A,,,,,,,,,,,,,,,,,,,,
236,20200711,GU,312.0,16667.0,3.0,,,,,,202.0,0,5.0,0,,2,111,,,113,B,,,,,,,,,,,,,,,,,,,,
237,20200711,HI,1158.0,91076.0,,,,125.0,,,847.0,0,19.0,2,125.0,28,1611,,,1639,D,,,,,,,,,,,,,,,,,,,,
238,20200711,IA,34647.0,333714.0,178.0,56.0,25.0,,,,26104.0,5,748.0,0,,663,5450,,,6113,A+,,,,,,,,,,,,,,,,,,,,
239,20200711,ID,9928.0,112421.0,86.0,22.0,,449.0,138.0,,3066.0,1,101.0,17,449.0,500,3771,,,4271,A,,,,,,,,,,,,,,,,,,,,
240,20200711,IL,154094.0,1791126.0,1398.0,321.0,139.0,,,,,24,7369.0,0,,1195,31150,,,32345,A,,,,,,,,,,,,,,,,,,,,
241,20200711,IN,51079.0,507067.0,714.0,237.0,72.0,7458.0,1577.0,,38441.0,8,2756.0,0,7458.0,779,6805,,,7584,A+,,,,,,,,,,,,,,,,,,,,
242,20200711,KS,18611.0,199168.0,,,,1304.0,405.0,160.0,905.0,0,284.0,0,1304.0,0,0,,,0,A,,,,,,,,,,,,,,,,,,,,
243,20200711,KY,19121.0,418781.0,370.0,75.0,,2779.0,1014.0,,5322.0,2,622.0,16,2779.0,451,4761,,,5212,B,,,,,,,,,,,,,,,,,,,,
244,20200711,LA,76803.0,847644.0,1182.0,,121.0,,,,46334.0,23,3403.0,0,,2167,17032,,,19199,B,,,,,,,,,,,,,,,,,,,,
245,20200711,MA,111398.0,834936.0,572.0,87.0,44.0,11600.0,,,94347.0,14,8310.0,18,11600.0,288,7430,,,7718,A+,,,,,,,,,,,,,,,,,,,,
246,20200711,MD,72467.0,556810.0,390.0,120.0,,11353.0,,,5190.0,7,3310.0,53,11353.0,557,7657,,,8214,A,,,,,,,,,,,,,,,,,,,,
247,20200711,ME,3520.0,116370.0,16.0,7.0,4.0,368.0,,,2972.0,1,112.0,2,368.0,21,1463,4322.0,115011.0,1484,A+,,,,,,,,,,,,,,,,,,,,
248,20200711,MI,76370.0,1197752.0,505.0,174.0,99.0,,,,53867.0,28,6313.0,0,,685,26632,95199.0,1197752.0,27317,A+,,,,,,,,,,,,,,,,,,,,
249,20200711,MN,41571.0,700524.0,241.0,121.0,,4366.0,1325.0,,36012.0,4,1537.0,37,4366.0,804,15466,,,16270,A,,,,,,,,,,,,,,,,,,,,
250,20200711,MO,27133.0,447417.0,883.0,,72.0,,,,,18,1069.0,0,,1134,18591,32518.0,556928.0,19725,B,,,,,,,,,,,,,,,,,,,,
251,20200711,MP,31.0,10734.0,,,,4.0,,,19.0,0,2.0,0,4.0,0,0,,,0,D,,,,,,,,,,,,,,,,,,,,
252,20200711,MS,35419.0,298924.0,963.0,202.0,107.0,3495.0,,,22167.0,15,1230.0,40,3495.0,797,3234,,,4031,A,,,,,,,,,,,,,,,,,,,,
253,20200711,MT,1677.0,111682.0,24.0,,,127.0,,,864.0,1,29.0,4,127.0,84,1097,,,1181,C,,,,,,,,,,,,,,,,,,,,
254,20200711,NC,83793.0,1092265.0,1093.0,,,,,,55318.0,20,1499.0,0,,2462,22984,,,25446,A,,,,,,,,,,,,,,,,,,,,
255,20200711,ND,4243.0,116608.0,31.0,,,263.0,,,3533.0,0,78.0,3,263.0,89,1166,,,1255,D,,,,,,,,,,,,,,,,,,,,
256,20200711,NE,20777.0,183077.0,95.0,,,1419.0,,,15499.0,2,286.0,0,1419.0,154,2686,,,2840,B,,,,,,,,,,,,,,,,,,,,
257,20200711,NH,5991.0,126311.0,20.0,,,585.0,190.0,,4897.0,3,390.0,4,585.0,18,1233,,,1251,B,,,,,,,,,,,,,,,,,,,,
